"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Muscle|Intracellular|Aciclovir|Concentration [µmol/l]"
29,603,1.079732,0.9091439
29,606,1.065791,0.8971615
29,609,1.052033,0.88534
29,612,1.038457,0.8736773
29,615,1.025061,0.8621711
29,618,1.011841,0.8508193
29,621,0.9987956,0.8396199
29,624,0.9859223,0.8285707
29,627,0.9732187,0.8176697
29,630,0.9606826,0.8069148
29,633,0.9483116,0.796304
29,636,0.9361036,0.7858353
29,639,0.9240562,0.7755069
29,642,0.9121673,0.7653165
29,645,0.9004347,0.7552625
29,648,0.8888562,0.7453428
29,651,0.8774297,0.7355555
29,654,0.866153,0.7258989
29,657,0.8550257,0.7163724
29,660,0.8440447,0.7069734
29,663,0.8332081,0.6977001
29,666,0.8225137,0.6885507
29,669,0.8119597,0.6795236
29,672,0.8015442,0.670617
29,675,0.7912654,0.6618293
29,678,0.7811214,0.6531589
29,681,0.7711103,0.6446042
29,684,0.7612303,0.6361635
29,687,0.7514799,0.6278354
29,690,0.7418569,0.6196182
29,693,0.7323602,0.6115108
29,696,0.7229881,0.6035116
29,699,0.7137388,0.5956191
29,702,0.7046105,0.5878319
29,705,0.6956016,0.5801483
29,708,0.6867107,0.5725672
29,711,0.6779361,0.565087
29,714,0.6692763,0.5577065
29,717,0.6607297,0.5504243
29,720,0.6522948,0.5432391
29,723,0.6439703,0.5361495
29,726,0.6357545,0.5291544
29,729,0.6276461,0.5222523
29,732,0.6196435,0.515442
29,735,0.6117454,0.5087224
29,738,0.6039504,0.5020921
29,741,0.5962573,0.4955499
29,744,0.5886645,0.4890948
29,747,0.5811707,0.4827255
29,750,0.5737748,0.4764409
29,753,0.5664753,0.4702398
29,756,0.559271,0.4641211
29,759,0.5521606,0.4580837
29,762,0.5451428,0.4521266
29,765,0.5382166,0.4462485
29,768,0.5313805,0.4404485
29,771,0.5246336,0.4347255
29,774,0.5179744,0.4290785
29,777,0.511402,0.4235064
29,780,0.5049151,0.4180083
29,783,0.4985125,0.4125831
29,786,0.4921933,0.4072298
29,789,0.4859562,0.4019474
29,792,0.4798001,0.3967351
29,795,0.473724,0.3915918
29,798,0.4677267,0.3865165
29,801,0.4618073,0.3815084
29,804,0.4559647,0.3765666
29,807,0.4501982,0.3716905
29,810,0.4445066,0.3668789
29,813,0.4388888,0.362131
29,816,0.4333438,0.3574459
29,819,0.4278707,0.3528228
29,822,0.4224685,0.3482607
29,825,0.4171363,0.343759
29,828,0.4118732,0.3393167
29,831,0.4066781,0.334933
29,834,0.4015502,0.3306072
29,837,0.3964886,0.3263384
29,840,0.3914925,0.3221259
29,843,0.386561,0.3179691
29,846,0.3816935,0.3138673
29,849,0.3768888,0.3098196
29,852,0.3721462,0.3058252
29,855,0.3674649,0.3018835
29,858,0.362844,0.2979938
29,861,0.3582827,0.2941553
29,864,0.3537804,0.2903673
29,867,0.349336,0.2866292
29,870,0.344949,0.2829403
29,873,0.3406185,0.2793
29,876,0.3363437,0.2757075
29,879,0.3321241,0.2721623
29,882,0.3279589,0.2686637
29,885,0.3238473,0.2652112
29,888,0.3197887,0.2618041
29,891,0.3157823,0.2584418
29,894,0.3118275,0.2551236
29,897,0.3079235,0.2518491
29,900,0.3040698,0.2486176
29,903,0.3002656,0.2454285
29,906,0.2965102,0.2422812
29,909,0.2928031,0.2391753
29,912,0.2891437,0.2361101
29,915,0.2855312,0.2330851
29,918,0.2819651,0.2300999
29,921,0.2784448,0.2271537
29,924,0.2749697,0.2242462
29,927,0.2715392,0.2213769
29,930,0.2681526,0.2185451
29,933,0.2648095,0.2157504
29,936,0.2615092,0.2129924
29,939,0.2582512,0.2102704
29,942,0.2550349,0.2075841
29,945,0.2518598,0.2049329
29,948,0.2487254,0.2023165
29,951,0.245631,0.1997342
29,954,0.2425763,0.1971857
29,957,0.2395607,0.1946706
29,960,0.2365836,0.1921884
29,963,0.2336446,0.1897386
29,966,0.2307431,0.1873208
29,969,0.2278787,0.1849346
29,972,0.2250509,0.1825796
29,975,0.2222592,0.1802553
29,978,0.2195031,0.1779613
29,981,0.2167822,0.1756972
29,984,0.214096,0.1734627
29,987,0.2114439,0.1712573
29,990,0.2088257,0.1690806
29,993,0.2062409,0.1669323
29,996,0.2036891,0.1648121
29,999,0.2011697,0.1627195
29,1002,0.1986824,0.1606541
29,1005,0.1962268,0.1586157
29,1008,0.1938024,0.1566037
29,1011,0.1914088,0.154618
29,1014,0.1890457,0.152658
29,1017,0.1867126,0.1507235
29,1020,0.1844091,0.1488142
29,1023,0.1821348,0.1469297
29,1026,0.1798894,0.1450696
29,1029,0.1776725,0.1432337
29,1032,0.1754838,0.1414217
29,1035,0.1733229,0.1396332
29,1038,0.1711894,0.1378679
29,1041,0.1690829,0.1361256
29,1044,0.1670031,0.1344058
29,1047,0.1649496,0.1327083
29,1050,0.1629222,0.1310329
29,1053,0.1609204,0.1293791
29,1056,0.1589439,0.1277468
29,1059,0.1569924,0.1261356
29,1062,0.1550656,0.1245452
29,1065,0.1531631,0.1229754
29,1068,0.1512848,0.121426
29,1071,0.1494302,0.1198967
29,1074,0.1475989,0.1183871
29,1077,0.1457909,0.116897
29,1080,0.1440056,0.1154262
29,1083,0.1422429,0.1139744
29,1086,0.1405024,0.1125414
29,1089,0.1387838,0.1111268
29,1092,0.1370869,0.1097306
29,1095,0.1354114,0.1083523
29,1098,0.133757,0.1069919
29,1101,0.1321234,0.105649
29,1104,0.1305104,0.1043234
29,1107,0.1289177,0.1030149
29,1110,0.1273451,0.1017233
29,1113,0.1257922,0.1004483
29,1116,0.1242589,0.0991898
29,1119,0.1227448,0.09794748
29,1122,0.1212498,0.09672115
29,1125,0.1197735,0.09551061
29,1128,0.1183158,0.09431565
29,1131,0.1168764,0.09313605
29,1134,0.115455,0.09197162
29,1137,0.1140514,0.09082216
29,1140,0.1126655,0.08968747
29,1143,0.1112969,0.08856739
29,1146,0.1099455,0.0874617
29,1149,0.1086111,0.08637021
29,1152,0.1072933,0.08529273
29,1155,0.1059921,0.08422909
29,1158,0.1047071,0.08317909
29,1161,0.1034382,0.08214256
29,1164,0.1021852,0.08111932
29,1167,0.1009478,0.08010919
29,1170,0.09972592,0.079112
29,1173,0.09851927,0.07812759
29,1176,0.09732769,0.07715576
29,1179,0.09615099,0.0761964
29,1182,0.09498901,0.07524934
29,1185,0.09384152,0.07431439
29,1188,0.09270833,0.0733914
29,1191,0.09158929,0.07248022
29,1194,0.09048418,0.07158068
29,1197,0.08939284,0.07069264
29,1200,0.08831509,0.06981594
29,1203,0.08725076,0.06895044
29,1206,0.08619967,0.06809598
29,1209,0.08516165,0.06725242
29,1212,0.08413652,0.06641962
29,1215,0.08312415,0.06559744
29,1218,0.08212438,0.06478577
29,1221,0.08113703,0.06398445
29,1224,0.08016195,0.06319334
29,1227,0.07919897,0.0624123
29,1230,0.07824794,0.06164121
29,1233,0.07730871,0.06087994
29,1236,0.07638113,0.06012836
29,1239,0.07546505,0.05938634
29,1242,0.07456031,0.05865376
29,1245,0.07366678,0.05793048
29,1248,0.07278431,0.0572164
29,1251,0.07191277,0.05651138
29,1254,0.07105201,0.05581534
29,1257,0.07020193,0.05512814
29,1260,0.06936234,0.05444967
29,1263,0.06853314,0.0537798
29,1266,0.06771419,0.05311844
29,1269,0.06690536,0.05246546
29,1272,0.06610651,0.05182077
29,1275,0.06531753,0.05118424
29,1278,0.06453827,0.05055578
29,1281,0.06376863,0.04993527
29,1284,0.06300848,0.04932262
29,1287,0.0622577,0.04871773
29,1290,0.06151617,0.04812049
29,1293,0.06078378,0.04753082
29,1296,0.06006042,0.0469486
29,1299,0.05934597,0.04637374
29,1302,0.0586403,0.04580616
29,1305,0.05794332,0.04524574
29,1308,0.05725491,0.0446924
29,1311,0.05657496,0.04414605
29,1314,0.05590336,0.04360659
29,1317,0.05524001,0.04307394
29,1320,0.0545848,0.04254801
29,1323,0.05393764,0.0420287
29,1326,0.05329841,0.04151594
29,1329,0.05266703,0.04100965
29,1332,0.0520434,0.04050974
29,1335,0.05142742,0.04001613
29,1338,0.05081898,0.03952873
29,1341,0.050218,0.03904746
29,1344,0.04962437,0.03857226
29,1347,0.04903802,0.03810302
29,1350,0.04845883,0.03763968
29,1353,0.04788672,0.03718217
29,1356,0.04732161,0.0367304
29,1359,0.0467634,0.03628431
29,1362,0.04621201,0.03584381
29,1365,0.04566735,0.03540884
29,1368,0.04512936,0.03497934
29,1371,0.04459793,0.03455523
29,1374,0.04407298,0.03413643
29,1377,0.04355443,0.03372289
29,1380,0.04304221,0.03331452
29,1383,0.04253623,0.03291127
29,1386,0.04203641,0.03251307
29,1389,0.04154268,0.03211986
29,1392,0.04105495,0.03173155
29,1395,0.04057315,0.03134811
29,1398,0.04009722,0.03096946
29,1401,0.03962706,0.03059554
29,1404,0.03916264,0.0302263
29,1407,0.03870386,0.02986167
29,1410,0.03825065,0.0295016
29,1413,0.03780294,0.02914602
29,1416,0.03736066,0.02879488
29,1419,0.03692375,0.02844812
29,1422,0.03649214,0.02810568
29,1425,0.03606576,0.02776751
29,1428,0.03564455,0.02743355
29,1431,0.03522844,0.02710375
29,1434,0.03481736,0.02677806
29,1437,0.03441126,0.02645642
29,1440,0.03401008,0.02613878
30,0,0,0
30,1,4.181684,0.05263853
30,2,11.55902,0.3207473
30,3,19.14135,0.8137364
30,4,26.62893,1.505453
30,5,33.90804,2.371403
30,6,40.88985,3.389316
30,7,47.51888,4.538792
30,8,53.77111,5.801427
30,9,59.64445,7.160909
30,10,65.15099,8.602958
30,11,66.12925,10.06253
30,12,63.58981,11.36606
30,13,60.54974,12.49488
30,14,57.33529,13.46713
30,15,54.0858,14.30042
30,18,45.08562,16.1241
30,21,37.98451,17.21001
30,24,32.75936,17.81857
30,27,29.01456,18.11841
30,30,26.34612,18.21758
30,33,24.4315,18.1859
30,36,23.03486,18.06888
30,39,21.99088,17.8965
30,42,21.18602,17.6886
30,45,20.5435,17.45831
30,48,20.01152,17.21444
30,51,19.55536,16.96285
30,54,19.15181,16.70744
30,57,18.78534,16.45084
30,60,18.44547,16.1948
30,63,18.12519,15.9405
30,66,17.81978,15.6887
30,69,17.52599,15.43992
30,72,17.24154,15.19451
30,75,16.96489,14.95267
30,78,16.69498,14.71453
30,81,16.43111,14.48015
30,84,16.17276,14.24953
30,87,15.91949,14.02269
30,90,15.67103,13.7996
30,93,15.42702,13.58023
30,96,15.1873,13.36456
30,99,14.9517,13.15251
30,102,14.7201,12.94404
30,105,14.49241,12.73908
30,108,14.26855,12.53756
30,111,14.04842,12.33944
30,114,13.83193,12.14464
30,117,13.61897,11.95311
30,120,13.40948,11.76479
30,123,13.20338,11.57962
30,126,13.0006,11.39754
30,129,12.80108,11.21849
30,132,12.60478,11.04242
30,135,12.41162,10.86926
30,138,12.22155,10.69897
30,141,12.03451,10.53148
30,144,11.85044,10.36676
30,147,11.6693,10.20473
30,150,11.49102,10.04537
30,153,11.31555,9.888615
30,156,11.14285,9.734418
30,159,10.97286,9.582735
30,162,10.80555,9.433519
30,165,10.64087,9.286725
30,168,10.47878,9.142309
30,171,10.31923,9.000229
30,174,10.16219,8.860441
30,177,10.00761,8.722907
30,180,9.855456,8.587585
30,183,9.705678,8.454438
30,186,9.558246,8.323426
30,189,9.413117,8.194513
30,192,9.270251,8.067664
30,195,9.129603,7.942842
30,198,8.991155,7.820012
30,201,8.854864,7.699139
30,204,8.72069,7.580191
30,207,8.588593,7.463137
30,210,8.458547,7.347943
30,213,8.330525,7.234577
30,216,8.204489,7.123008
30,219,8.080403,7.013207
30,222,7.958239,6.905145
30,225,7.83797,6.798792
30,228,7.719564,6.694118
30,231,7.602993,6.591098
30,234,7.488226,6.489701
30,237,7.375236,6.389904
30,240,7.263993,6.291678
30,243,7.154472,6.194998
30,246,7.046644,6.099838
30,249,6.940482,6.006175
30,252,6.83596,5.913982
30,255,6.733051,5.823238
30,258,6.631729,5.733917
30,261,6.531969,5.645998
30,264,6.433747,5.559456
30,267,6.337039,5.474271
30,270,6.241819,5.390419
30,273,6.148065,5.307881
30,276,6.055754,5.226634
30,279,5.964864,5.146657
30,282,5.875372,5.06793
30,285,5.787257,4.990433
30,288,5.700497,4.914147
30,291,5.615069,4.839051
30,294,5.530955,4.765128
30,297,5.448133,4.692357
30,300,5.366584,4.620721
30,303,5.286285,4.550201
30,306,5.20722,4.480781
30,309,5.129366,4.412442
30,312,5.052707,4.345166
30,315,4.977223,4.278938
30,318,4.902896,4.213741
30,321,4.829707,4.149558
30,324,4.757638,4.086373
30,327,4.686674,4.02417
30,330,4.616795,3.962934
30,333,4.547985,3.90265
30,336,4.480228,3.843302
30,339,4.413507,3.784875
30,342,4.347807,3.727355
30,345,4.283111,3.670728
30,348,4.219403,3.614979
30,351,4.156668,3.560095
30,354,4.09489,3.506061
30,357,4.034055,3.452865
30,360,3.974149,3.400493
30,363,3.915157,3.348933
30,366,3.857065,3.298171
30,369,3.799859,3.248195
30,372,3.743523,3.198992
30,375,3.688045,3.15055
30,378,3.633413,3.102858
30,381,3.579612,3.055903
30,384,3.526631,3.009675
30,387,3.474456,2.964162
30,390,3.423076,2.919352
30,393,3.372475,2.875233
30,396,3.322644,2.831796
30,399,3.27357,2.78903
30,402,3.225242,2.746924
30,405,3.177649,2.705468
30,408,3.130779,2.664653
30,411,3.08462,2.624468
30,414,3.03916,2.584901
30,417,2.994391,2.545944
30,420,2.9503,2.507588
30,423,2.906878,2.469823
30,426,2.864114,2.432641
30,429,2.821999,2.396032
30,432,2.780521,2.359987
30,435,2.739671,2.324496
30,438,2.699439,2.289551
30,441,2.659816,2.255144
30,444,2.620792,2.221266
30,447,2.582359,2.18791
30,450,2.544507,2.155067
30,453,2.507227,2.122729
30,456,2.47051,2.090887
30,459,2.434347,2.059535
30,462,2.39873,2.028663
30,465,2.36365,1.998267
30,468,2.3291,1.968337
30,471,2.295071,1.938867
30,474,2.261555,1.909848
30,477,2.228544,1.881275
30,480,2.19603,1.853139
30,483,2.164006,1.825435
30,486,2.132463,1.798156
30,489,2.101396,1.771295
30,492,2.070796,1.744846
30,495,2.040657,1.718801
30,498,2.01097,1.693155
30,501,1.981729,1.667901
30,504,1.952927,1.643034
30,507,1.924558,1.618548
30,510,1.896615,1.594436
30,513,1.869092,1.570693
30,516,1.841981,1.547312
30,519,1.815276,1.524289
30,522,1.788972,1.501617
30,525,1.763061,1.479291
30,528,1.737539,1.457307
30,531,1.7124,1.435658
30,534,1.687636,1.41434
30,537,1.663243,1.393346
30,540,1.639215,1.372673
30,543,1.615546,1.352314
30,546,1.59223,1.332266
30,549,1.569263,1.312524
30,552,1.546639,1.293082
30,555,1.524353,1.273937
30,558,1.502399,1.255083
30,561,1.480773,1.236515
30,564,1.459469,1.21823
30,567,1.438482,1.200223
30,570,1.417808,1.18249
30,573,1.397442,1.165027
30,576,1.37738,1.147829
30,579,1.357616,1.130892
30,582,1.338145,1.114212
30,585,1.318964,1.097786
30,588,1.300069,1.081608
30,591,1.281454,1.065676
30,594,1.263115,1.049986
30,597,1.245049,1.034534
30,600,1.227251,1.019316
30,603,1.209717,1.004328
30,606,1.192442,0.9895678
30,609,1.175424,0.9750307
30,612,1.158658,0.9607137
30,615,1.14214,0.9466135
30,618,1.125867,0.9327267
30,621,1.109834,0.9190494
30,624,1.094038,0.905579
30,627,1.078476,0.8923121
30,630,1.063144,0.8792456
30,633,1.048038,0.8663766
30,636,1.033156,0.853702
30,639,1.018493,0.8412188
30,642,1.004046,0.8289235
30,645,0.9898123,0.8168136
30,648,0.9757883,0.8048863
30,651,0.9619709,0.7931389
30,654,0.9483569,0.7815685
30,657,0.9349436,0.7701724
30,660,0.9217276,0.758948
30,663,0.9087057,0.7478922
30,666,0.8958751,0.7370027
30,669,0.8832331,0.726277
30,672,0.8707768,0.7157126
30,675,0.8585034,0.705307
30,678,0.8464102,0.6950579
30,681,0.8344944,0.6849627
30,684,0.822753,0.6750188
30,687,0.8111836,0.6652241
30,690,0.7997837,0.6555764
30,693,0.7885507,0.6460734
30,696,0.7774822,0.6367128
30,699,0.7665757,0.6274927
30,702,0.7558286,0.6184107
30,705,0.7452382,0.6094645
30,708,0.7348026,0.6006522
30,711,0.7245194,0.5919716
30,714,0.7143862,0.5834211
30,717,0.7044008,0.5749984
30,720,0.6945612,0.5667017
30,723,0.6848648,0.5585288
30,726,0.6753095,0.5504779
30,729,0.6658933,0.5425472
30,732,0.6566141,0.5347348
30,735,0.6474699,0.5270389
30,738,0.6384586,0.5194579
30,741,0.6295784,0.51199
30,744,0.620827,0.5046333
30,747,0.6122025,0.497386
30,750,0.6037032,0.4902467
30,753,0.5953271,0.4832135
30,756,0.5870724,0.476285
30,759,0.5789374,0.4694597
30,762,0.5709202,0.4627358
30,765,0.563019,0.4561117
30,768,0.5552319,0.449586
30,771,0.5475574,0.4431571
30,774,0.5399938,0.4368236
30,777,0.5325395,0.4305841
30,780,0.5251928,0.4244372
30,783,0.5179522,0.4183814
30,786,0.5108159,0.4124153
30,789,0.5037823,0.4065374
30,792,0.4968501,0.4007466
30,795,0.4900177,0.3950414
30,798,0.4832837,0.3894207
30,801,0.4766466,0.3838831
30,804,0.4701049,0.3784274
30,807,0.4636571,0.3730522
30,810,0.4573019,0.3677563
30,813,0.4510378,0.3625385
30,816,0.4448636,0.3573978
30,819,0.438778,0.3523329
30,822,0.4327796,0.3473426
30,825,0.4268672,0.342426
30,828,0.4210394,0.3375816
30,831,0.4152948,0.3328086
30,834,0.4096324,0.3281057
30,837,0.4040509,0.323472
30,840,0.3985492,0.3189065
30,843,0.3931261,0.3144081
30,846,0.3877804,0.3099758
30,849,0.3825108,0.3056085
30,852,0.3773163,0.3013052
30,855,0.3721957,0.2970651
30,858,0.3671481,0.2928871
30,861,0.3621724,0.2887704
30,864,0.3572674,0.284714
30,867,0.3524322,0.2807171
30,870,0.3476655,0.2767785
30,873,0.3429666,0.2728975
30,876,0.3383343,0.2690733
30,879,0.3337677,0.265305
30,882,0.3292658,0.2615917
30,885,0.3248278,0.2579327
30,888,0.3204526,0.2543271
30,891,0.3161392,0.250774
30,894,0.3118868,0.2472727
30,897,0.3076945,0.2438224
30,900,0.3035614,0.2404224
30,903,0.2994867,0.2370719
30,906,0.2954695,0.2337702
30,909,0.291509,0.2305165
30,912,0.2876042,0.22731
30,915,0.2837544,0.2241502
30,918,0.2799588,0.2210362
30,921,0.2762166,0.2179674
30,924,0.272527,0.2149432
30,927,0.2688893,0.2119628
30,930,0.2653027,0.2090257
30,933,0.2617664,0.206131
30,936,0.2582796,0.2032783
30,939,0.2548417,0.2004668
30,942,0.2514521,0.1976961
30,945,0.2481098,0.1949653
30,948,0.2448144,0.1922741
30,951,0.2415651,0.1896218
30,954,0.2383611,0.1870077
30,957,0.2352019,0.1844313
30,960,0.2320867,0.1818921
30,963,0.2290151,0.1793894
30,966,0.2259862,0.1769229
30,969,0.2229996,0.1744918
30,972,0.2200546,0.1720958
30,975,0.2171505,0.1697342
30,978,0.2142868,0.1674065
30,981,0.211463,0.1651123
30,984,0.2086783,0.162851
30,987,0.2059324,0.1606222
30,990,0.2032245,0.1584254
30,993,0.2005542,0.1562601
30,996,0.1979208,0.1541258
30,999,0.1953239,0.152022
30,1002,0.192763,0.1499484
30,1005,0.1902375,0.1479045
30,1008,0.1877469,0.1458897
30,1011,0.1852907,0.1439039
30,1014,0.1828685,0.1419463
30,1017,0.1804796,0.1400167
30,1020,0.1781236,0.1381146
30,1023,0.1758001,0.1362396
30,1026,0.1735086,0.1343914
30,1029,0.1712487,0.1325695
30,1032,0.1690198,0.1307736
30,1035,0.1668216,0.1290032
30,1038,0.1646536,0.127258
30,1041,0.1625153,0.1255375
30,1044,0.1604063,0.1238416
30,1047,0.1583262,0.1221697
30,1050,0.1562747,0.1205215
30,1053,0.1542513,0.1188967
30,1056,0.1522555,0.117295
30,1059,0.150287,0.1157159
30,1062,0.1483454,0.1141592
30,1065,0.1464303,0.1126245
30,1068,0.1445413,0.1111115
30,1071,0.1426782,0.1096199
30,1074,0.1408404,0.1081494
30,1077,0.1390276,0.1066996
30,1080,0.1372395,0.1052702
30,1083,0.1354757,0.103861
30,1086,0.1337358,0.1024717
30,1089,0.1320196,0.1011019
30,1092,0.1303267,0.09975136
30,1095,0.1286567,0.09841986
30,1098,0.1270094,0.09710708
30,1101,0.1253844,0.09581278
30,1104,0.1237815,0.09453667
30,1107,0.1222002,0.09327845
30,1110,0.1206402,0.09203781
30,1113,0.1191013,0.09081456
30,1116,0.1175832,0.08960845
30,1119,0.1160856,0.08841921
30,1122,0.1146081,0.08724663
30,1125,0.1131506,0.08609045
30,1128,0.1117127,0.08495045
30,1131,0.1102942,0.08382639
30,1134,0.1088948,0.08271805
30,1137,0.1075142,0.08162522
30,1140,0.1061521,0.08054753
30,1143,0.1048083,0.07948487
30,1146,0.1034825,0.078437
30,1149,0.1021745,0.07740373
30,1152,0.100884,0.07638484
30,1155,0.0996108,0.07538012
30,1158,0.09835463,0.07438937
30,1161,0.09711526,0.07341238
30,1164,0.09589247,0.07244897
30,1167,0.09468602,0.07149893
30,1170,0.09349567,0.07056206
30,1173,0.09232117,0.06963816
30,1176,0.09116233,0.06872705
30,1179,0.09001893,0.06782856
30,1182,0.08889074,0.06694248
30,1185,0.08777755,0.06606866
30,1188,0.08667915,0.0652069
30,1191,0.08559533,0.06435703
30,1194,0.0845259,0.06351889
30,1197,0.08347063,0.06269228
30,1200,0.08242934,0.06187706
30,1203,0.08140187,0.06107308
30,1206,0.08038799,0.06028017
30,1209,0.07938752,0.05949815
30,1212,0.07840026,0.05872688
30,1215,0.07742604,0.0579662
30,1218,0.07646466,0.05721595
30,1221,0.07551596,0.05647597
30,1224,0.07457974,0.05574613
30,1227,0.07365584,0.05502628
30,1230,0.07274408,0.05431626
30,1233,0.07184432,0.05361596
30,1236,0.07095638,0.05292524
30,1239,0.0700801,0.05224395
30,1242,0.06921531,0.05157196
30,1245,0.06836186,0.05090912
30,1248,0.06751958,0.05025532
30,1251,0.06668832,0.04961042
30,1254,0.06586793,0.04897429
30,1257,0.06505826,0.04834682
30,1260,0.06425916,0.04772786
30,1263,0.06347049,0.04711731
30,1266,0.06269211,0.04651506
30,1269,0.06192387,0.04592096
30,1272,0.06116563,0.04533493
30,1275,0.06041727,0.04475683
30,1278,0.05967863,0.04418656
30,1281,0.0589496,0.043624
30,1284,0.05823003,0.04306905
30,1287,0.0575198,0.04252159
30,1290,0.05681878,0.04198153
30,1293,0.05612685,0.04144876
30,1296,0.05544388,0.04092316
30,1299,0.05476975,0.04040466
30,1302,0.05410434,0.03989313
30,1305,0.05344753,0.03938849
30,1308,0.0527992,0.03889064
30,1311,0.05215923,0.03839948
30,1314,0.05152753,0.03791491
30,1317,0.05090396,0.03743685
30,1320,0.05028842,0.0369652
30,1323,0.0496808,0.03649987
30,1326,0.04908101,0.03604078
30,1329,0.04848894,0.03558786
30,1332,0.04790449,0.03514101
30,1335,0.04732754,0.03470013
30,1338,0.04675801,0.03426515
30,1341,0.04619578,0.03383599
30,1344,0.04564076,0.03341255
30,1347,0.04509284,0.03299477
30,1350,0.04455194,0.03258256
30,1353,0.04401796,0.03217585
30,1356,0.04349079,0.03177455
30,1359,0.04297036,0.03137858
30,1362,0.04245657,0.03098788
30,1365,0.04194932,0.03060236
30,1368,0.04144852,0.03022195
30,1371,0.04095409,0.02984658
30,1374,0.04046593,0.02947618
30,1377,0.03998396,0.02911066
30,1380,0.03950809,0.02874996
30,1383,0.03903823,0.02839401
30,1386,0.03857433,0.02804276
30,1389,0.03811635,0.02769618
30,1392,0.03766416,0.02735418
30,1395,0.0372177,0.02701668
30,1398,0.03677686,0.02668363
30,1401,0.03634159,0.02635495
30,1404,0.0359118,0.02603058
30,1407,0.03548743,0.02571048
30,1410,0.0350684,0.02539457
30,1413,0.03465463,0.0250828
30,1416,0.03424606,0.02477511
30,1419,0.03384263,0.02447144
30,1422,0.03344426,0.02417175
30,1425,0.03305089,0.02387598
30,1428,0.03266245,0.02358408
30,1431,0.03227888,0.02329598
30,1434,0.03190011,0.02301165
30,1437,0.03152608,0.02273102
30,1440,0.03115674,0.02245406
31,0,0,0
31,1,4.934426,0.03692924
31,2,12.67671,0.2143922
31,3,20.41709,0.5417311
31,4,27.97921,1.009623
31,5,35.27262,1.607603
31,6,42.21952,2.324469
31,7,48.77451,3.148652
31,8,54.92151,4.068753
31,9,60.66529,5.073935
31,10,66.02312,6.154152
31,11,66.085,7.263309
31,12,63.00555,8.289535
31,13,59.62354,9.216087
31,14,56.14384,10.04571
31,15,52.68439,10.78303
31,18,43.29033,12.50581
31,21,36.00443,13.64542
31,24,30.69065,14.37332
31,27,26.89841,14.81761
31,30,24.20135,15.06792
31,33,22.26896,15.1855
31,36,20.86358,15.21211
31,39,19.81893,15.17607
31,42,19.02114,15.09667
31,45,18.39251,14.98715
31,48,17.87993,14.85666
31,51,17.44744,14.71143
31,54,17.07097,14.5558
31,57,16.73404,14.39287
31,60,16.42533,14.22482
31,63,16.1372,14.05322
31,66,15.8645,13.87922
31,69,15.60361,13.70366
31,72,15.35201,13.52721
31,75,15.10791,13.35036
31,78,14.87011,13.17351
31,81,14.63782,12.99695
31,84,14.41047,12.82092
31,87,14.18761,12.64566
31,90,13.96887,12.47132
31,93,13.75402,12.29805
31,96,13.54287,12.12599
31,99,13.33527,11.95523
31,102,13.13112,11.78588
31,105,12.93029,11.618
31,108,12.7327,11.45167
31,111,12.53826,11.28695
31,114,12.34691,11.1239
31,117,12.15857,10.96254
31,120,11.97319,10.80293
31,123,11.79071,10.6451
31,126,11.61109,10.48906
31,129,11.43428,10.33484
31,132,11.26021,10.18246
31,135,11.08886,10.03194
31,138,10.92017,9.88327
31,141,10.75409,9.736473
31,144,10.59057,9.591553
31,147,10.42959,9.448503
31,150,10.2711,9.307329
31,153,10.11504,9.168028
31,156,9.961398,9.030591
31,159,9.810123,8.895013
31,162,9.661181,8.761286
31,165,9.514535,8.629398
31,168,9.370152,8.499339
31,171,9.227996,8.371097
31,174,9.088031,8.244658
31,177,8.950223,8.120007
31,180,8.814537,7.99713
31,183,8.680941,7.876012
31,186,8.549398,7.756636
31,189,8.419878,7.638985
31,192,8.29235,7.523042
31,195,8.166781,7.408789
31,198,8.043142,7.296208
31,201,7.921403,7.18528
31,204,7.801535,7.075985
31,207,7.683509,6.968307
31,210,7.567297,6.862224
31,213,7.45287,6.757717
31,216,7.3402,6.654767
31,219,7.229261,6.553355
31,222,7.120024,6.453461
31,225,7.012465,6.355064
31,228,6.906557,6.258146
31,231,6.802274,6.162687
31,234,6.699588,6.068668
31,237,6.598478,5.976069
31,240,6.498919,5.884871
31,243,6.400887,5.795053
31,246,6.304356,5.706599
31,249,6.209302,5.619489
31,252,6.115707,5.533702
31,255,6.023546,5.449221
31,258,5.932796,5.366027
31,261,5.843436,5.284102
31,264,5.755445,5.203428
31,267,5.6688,5.123986
31,270,5.583482,5.045759
31,273,5.499471,4.968728
31,276,5.416745,4.892876
31,279,5.335285,4.818186
31,282,5.255072,4.744641
31,285,5.176085,4.672223
31,288,5.098308,4.600915
31,291,5.021719,4.530703
31,294,4.946301,4.461567
31,297,4.872036,4.393494
31,300,4.798906,4.326466
31,303,4.726893,4.260468
31,306,4.655981,4.195485
31,309,4.586152,4.1315
31,312,4.51739,4.068499
31,315,4.449677,4.006466
31,318,4.382998,3.945389
31,321,4.317337,3.885251
31,324,4.252676,3.826039
31,327,4.189003,3.767739
31,330,4.126302,3.710334
31,333,4.064557,3.653813
31,336,4.003754,3.598162
31,339,3.943877,3.543369
31,342,3.884912,3.489419
31,345,3.826846,3.436301
31,348,3.769662,3.384003
