"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Muscle|Intracellular|Aciclovir|Concentration [µmol/l]"
1,1176,0.5959913,0.4767232
1,1179,0.5908017,0.472527
1,1182,0.5856578,0.4683683
1,1185,0.5805593,0.4642468
1,1188,0.5755058,0.4601621
1,1191,0.5704971,0.4561141
1,1194,0.5655325,0.4521022
1,1197,0.5606117,0.4481263
1,1200,0.5557344,0.4441858
1,1203,0.5509,0.4402806
1,1206,0.5461083,0.4364102
1,1209,0.5413589,0.4325744
1,1212,0.5366513,0.4287729
1,1215,0.5319852,0.4250053
1,1218,0.5273601,0.4212713
1,1221,0.5227759,0.4175707
1,1224,0.518232,0.4139031
1,1227,0.5137282,0.4102681
1,1230,0.5092641,0.4066657
1,1233,0.5048391,0.4030953
1,1236,0.5004532,0.3995567
1,1239,0.4961058,0.3960497
1,1242,0.4917967,0.3925739
1,1245,0.4875255,0.3891291
1,1248,0.4832918,0.3857149
1,1251,0.4790956,0.3823314
1,1254,0.4749364,0.378978
1,1257,0.4708137,0.3756546
1,1260,0.4667273,0.3723607
1,1263,0.4626769,0.3690962
1,1266,0.4586621,0.3658607
1,1269,0.4546826,0.362654
1,1272,0.4507381,0.3594759
1,1275,0.4468282,0.3563261
1,1278,0.4429528,0.3532043
1,1281,0.4391113,0.3501103
1,1284,0.4353036,0.3470437
1,1287,0.4315294,0.3440045
1,1290,0.4277883,0.3409922
1,1293,0.42408,0.3380067
1,1296,0.4204043,0.3350478
1,1299,0.4167607,0.3321151
1,1302,0.4131492,0.3292084
1,1305,0.4095693,0.3263276
1,1308,0.4060208,0.3234723
1,1311,0.4025038,0.3206426
1,1314,0.3990175,0.317838
1,1317,0.3955619,0.3150583
1,1320,0.3921366,0.3123033
1,1323,0.3887413,0.3095728
1,1326,0.3853758,0.3068665
1,1329,0.3820398,0.3041842
1,1332,0.3787331,0.3015257
1,1335,0.3754554,0.2988909
1,1338,0.3722064,0.2962793
1,1341,0.3689858,0.293691
1,1344,0.3657935,0.2911256
1,1347,0.3626292,0.2885829
1,1350,0.3594925,0.2860627
1,1353,0.3563834,0.2835649
1,1356,0.3533014,0.2810892
1,1359,0.3502464,0.2786354
1,1362,0.3472181,0.2762033
1,1365,0.3442163,0.2737927
1,1368,0.3412408,0.2714035
1,1371,0.3382915,0.2690356
1,1374,0.335368,0.2666886
1,1377,0.3324701,0.2643625
1,1380,0.3295975,0.2620569
1,1383,0.3267501,0.2597717
1,1386,0.3239276,0.2575068
1,1389,0.3211298,0.2552619
1,1392,0.3183565,0.2530369
1,1395,0.3156074,0.2508315
1,1398,0.3128824,0.2486456
1,1401,0.3101812,0.2464791
1,1404,0.3075036,0.2443317
1,1407,0.3048494,0.2422033
1,1410,0.3022183,0.2400937
1,1413,0.2996103,0.2380028
1,1416,0.2970251,0.2359303
1,1419,0.2944624,0.2338761
1,1422,0.2919221,0.2318401
1,1425,0.289404,0.229822
1,1428,0.2869078,0.2278217
1,1431,0.2844336,0.2258392
1,1434,0.281981,0.2238742
1,1437,0.2795497,0.2219266
1,1440,0.2771398,0.2199961
2,0,0,0
2,1,3.535713,0.03168011
2,2,9.988389,0.2003873
2,3,16.62444,0.5189259
2,4,23.15388,0.9726637
2,5,29.52635,1.54713
2,6,35.69775,2.229488
2,7,41.62869,3.007977
2,8,47.29267,3.871722
2,9,52.67718,4.810742
2,10,57.78043,5.815989
2,11,59.07274,6.847654
2,12,57.18392,7.793142
2,13,54.8618,8.633216
2,14,52.41213,9.376821
2,15,49.90193,10.0334
2,18,42.58199,11.56241
2,21,36.31998,12.58048
2,24,31.36901,13.24312
2,27,27.59603,13.6611
2,30,24.76964,13.91039
2,33,22.66522,14.0428
2,36,21.09564,14.09373
2,39,19.91585,14.08758
2,42,19.01694,14.04128
2,45,18.31943,13.96661
2,48,17.76594,13.87187
2,51,17.31538,13.76291
2,54,16.93846,13.64389
2,57,16.61439,13.51779
2,60,16.32848,13.38675
2,63,16.07035,13.25228
2,66,15.83266,13.11553
2,69,15.61018,12.97731
2,72,15.39921,12.83824
2,75,15.19716,12.69877
2,78,15.00212,12.55925
2,81,14.81274,12.41995
2,84,14.62803,12.28107
2,87,14.44728,12.14278
2,90,14.27003,12.00521
2,93,14.09591,11.86845
2,96,13.92467,11.73258
2,99,13.75607,11.59768
2,102,13.59,11.4638
2,105,13.42621,11.331
2,108,13.26469,11.19931
2,111,13.10526,11.06877
2,114,12.94793,10.9394
2,117,12.79262,10.81124
2,120,12.63931,10.68429
2,123,12.48797,10.55856
2,126,12.33858,10.43407
2,129,12.19109,10.31084
2,132,12.04547,10.18886
2,135,11.90166,10.06814
2,138,11.75965,9.94869
2,141,11.6194,9.830512
2,144,11.48088,9.713604
2,147,11.34408,9.597964
2,150,11.20897,9.483592
2,153,11.07554,9.370482
2,156,10.94376,9.258631
2,159,10.81359,9.148033
2,162,10.68504,9.038684
2,165,10.55805,8.930577
2,168,10.43262,8.823706
2,171,10.30873,8.71806
2,174,10.18635,8.613635
2,177,10.06547,8.510419
2,180,9.946058,8.408403
2,183,9.828107,8.30758
2,186,9.711599,8.207936
2,189,9.596505,8.109466
2,192,9.482812,8.012156
2,195,9.370509,7.915996
2,198,9.259575,7.820975
2,201,9.149986,7.727083
2,204,9.041732,7.634309
2,207,8.934797,7.542642
2,210,8.829159,7.45207
2,213,8.724802,7.362582
2,216,8.62171,7.274168
2,219,8.519868,7.186816
2,222,8.419257,7.100514
2,225,8.319864,7.015251
2,228,8.221671,6.931016
2,231,8.124665,6.847798
2,234,8.028831,6.765585
2,237,7.934155,6.684366
2,240,7.840621,6.604129
2,243,7.748214,6.524863
2,246,7.656923,6.446558
2,249,7.566734,6.369202
2,252,7.477636,6.292783
2,255,7.38961,6.217292
2,258,7.302644,6.142716
2,261,7.216726,6.069047
2,264,7.131844,5.996272
2,267,7.047987,5.924381
2,270,6.96514,5.853364
2,273,6.883288,5.783211
2,276,6.802422,5.71391
2,279,6.722528,5.645452
2,282,6.643595,5.577828
2,285,6.565611,5.511026
2,288,6.488563,5.445037
2,291,6.412441,5.379851
2,294,6.337232,5.315458
2,297,6.262926,5.25185
2,300,6.189509,5.189015
2,303,6.116974,5.126945
2,306,6.045309,5.065631
2,309,5.974502,5.005063
2,312,5.904544,4.945232
2,315,5.835423,4.886129
2,318,5.767131,4.827745
2,321,5.699656,4.770072
2,324,5.632989,4.7131
2,327,5.567121,4.656822
2,330,5.50204,4.601227
2,333,5.437739,4.546309
2,336,5.374206,4.492059
2,339,5.311432,4.438468
2,342,5.249408,4.385529
2,345,5.188127,4.333233
2,348,5.127577,4.281573
2,351,5.067751,4.230541
2,354,5.00864,4.180129
2,357,4.950235,4.130329
2,360,4.892526,4.081134
2,363,4.835505,4.032537
2,366,4.779165,3.984529
2,369,4.723497,3.937105
2,372,4.668493,3.890256
2,375,4.614144,3.843976
2,378,4.560444,3.798258
2,381,4.507384,3.753094
2,384,4.454955,3.708479
2,387,4.40315,3.664404
2,390,4.351962,3.620864
2,393,4.301383,3.577852
2,396,4.251406,3.535361
2,399,4.202024,3.493386
2,402,4.153229,3.451919
2,405,4.105014,3.410954
2,408,4.057373,3.370486
2,411,4.010297,3.330508
2,414,3.96378,3.291014
2,417,3.917816,3.251998
2,420,3.872398,3.213454
2,423,3.827519,3.175377
2,426,3.783172,3.13776
2,429,3.739352,3.100598
2,432,3.696051,3.063886
2,435,3.653265,3.027617
2,438,3.610985,2.991787
2,441,3.569206,2.95639
2,444,3.527922,2.921421
2,447,3.487128,2.886873
2,450,3.446816,2.852743
2,453,3.406982,2.819026
2,456,3.36762,2.785715
2,459,3.328723,2.752806
2,462,3.290287,2.720294
2,465,3.252305,2.688174
2,468,3.214773,2.656442
2,471,3.177684,2.625092
2,474,3.141034,2.594121
2,477,3.104817,2.563522
2,480,3.069027,2.533292
2,483,3.033661,2.503427
2,486,2.998712,2.473921
2,489,2.964176,2.44477
2,492,2.930048,2.415971
2,495,2.896322,2.387518
2,498,2.862994,2.359407
2,501,2.830059,2.331635
2,504,2.797512,2.304197
2,507,2.765349,2.277089
2,510,2.733565,2.250307
2,513,2.702155,2.223847
2,516,2.671116,2.197705
2,519,2.640442,2.171876
2,522,2.61013,2.146359
2,525,2.580174,2.121148
2,528,2.55057,2.096239
2,531,2.521315,2.07163
2,534,2.492404,2.047316
2,537,2.463833,2.023294
2,540,2.435597,1.99956
2,543,2.407694,1.976111
2,546,2.380117,1.952943
2,549,2.352865,1.930052
2,552,2.325933,1.907437
2,555,2.299317,1.885092
2,558,2.273013,1.863015
2,561,2.247018,1.841203
2,564,2.221328,1.819651
2,567,2.19594,1.798358
2,570,2.170848,1.77732
2,573,2.146051,1.756533
2,576,2.121544,1.735996
2,579,2.097324,1.715703
2,582,2.073388,1.695653
2,585,2.049731,1.675843
2,588,2.026352,1.65627
2,591,2.003246,1.636931
2,594,1.980411,1.617823
2,597,1.957842,1.598943
2,600,1.935538,1.580289
2,603,1.913494,1.561857
2,606,1.891708,1.543645
2,609,1.870176,1.525651
2,612,1.848895,1.507871
2,615,1.827863,1.490303
2,618,1.807076,1.472944
2,621,1.786532,1.455792
2,624,1.766227,1.438845
2,627,1.74616,1.422099
2,630,1.726326,1.405554
2,633,1.706723,1.389205
2,636,1.687349,1.373051
2,639,1.668201,1.357089
2,642,1.649275,1.341317
2,645,1.63057,1.325733
2,648,1.612083,1.310334
2,651,1.59381,1.295118
2,654,1.57575,1.280083
2,657,1.557901,1.265226
2,660,1.540258,1.250546
2,663,1.522821,1.236041
2,666,1.505587,1.221708
2,669,1.488553,1.207545
2,672,1.471716,1.19355
2,675,1.455075,1.179721
2,678,1.438628,1.166057
2,681,1.422371,1.152554
2,684,1.406303,1.139212
2,687,1.390421,1.126027
2,690,1.374723,1.112999
2,693,1.359207,1.100126
2,696,1.343871,1.087405
2,699,1.328712,1.074834
2,702,1.31373,1.062413
2,705,1.298921,1.050139
2,708,1.284283,1.03801
2,711,1.269815,1.026024
2,714,1.255514,1.01418
2,717,1.241378,1.002477
2,720,1.227406,0.9909114
2,723,1.213595,0.9794829
2,726,1.199944,0.9681895
2,729,1.186451,0.9570294
2,732,1.173113,0.9460012
2,735,1.159929,0.9351031
2,738,1.146898,0.924334
2,741,1.134017,0.9136919
2,744,1.121285,0.9031755
2,747,1.108699,0.8927831
2,750,1.096259,0.8825133
2,753,1.083962,0.8723646
2,756,1.071807,0.8623356
2,759,1.059791,0.8524247
2,762,1.047914,0.8426306
2,765,1.036174,0.8329517
2,768,1.024569,0.8233868
2,771,1.013097,0.8139344
2,774,1.001758,0.8045935
2,777,0.9905483,0.7953625
2,780,0.979468,0.7862402
2,783,0.968515,0.7772251
2,786,0.9576879,0.768316
2,789,0.9469851,0.7595116
2,792,0.9364053,0.7508107
2,795,0.9259468,0.7422119
2,798,0.9156084,0.7337142
2,801,0.9053886,0.7253162
2,804,0.895286,0.7170167
2,807,0.8852991,0.7088145
2,810,0.8754268,0.7007086
2,813,0.8656676,0.6926979
2,816,0.8560203,0.6847812
2,819,0.8464835,0.6769572
2,822,0.8370559,0.669225
2,825,0.8277362,0.6615834
2,828,0.8185232,0.6540312
2,831,0.8094155,0.6465675
2,834,0.8004119,0.6391911
2,837,0.7915114,0.6319011
2,840,0.7827125,0.6246963
2,843,0.7740141,0.6175758
2,846,0.765415,0.6105386
2,849,0.7569143,0.6035838
2,852,0.7485106,0.5967102
2,855,0.7402028,0.5899169
2,858,0.7319899,0.5832031
2,861,0.7238706,0.5765676
2,864,0.7158439,0.5700096
2,867,0.7079087,0.5635282
2,870,0.7000639,0.5571225
2,873,0.6923085,0.5507914
2,876,0.6846414,0.5445342
2,879,0.6770615,0.5383499
2,882,0.6695679,0.5322378
2,885,0.6621596,0.5261968
2,888,0.6548357,0.5202264
2,891,0.647595,0.5143254
2,894,0.6404368,0.5084932
2,897,0.6333598,0.5027289
2,900,0.6263633,0.4970317
2,903,0.6194462,0.4914008
2,906,0.6126077,0.4858353
2,909,0.6058468,0.4803346
2,912,0.5991626,0.4748979
2,915,0.5925542,0.4695242
2,918,0.5860207,0.464213
2,921,0.5795614,0.4589636
2,924,0.5731753,0.4537751
2,927,0.5668616,0.4486469
2,930,0.5606194,0.4435782
2,933,0.5544479,0.4385684
2,936,0.5483463,0.4336166
2,939,0.5423138,0.4287223
2,942,0.5363495,0.4238847
2,945,0.5304526,0.4191032
2,948,0.5246224,0.414377
2,951,0.5188581,0.4097056
2,954,0.513159,0.4050882
2,957,0.5075242,0.4005243
2,960,0.5019531,0.3960133
2,963,0.496445,0.3915545
2,966,0.490999,0.3871473
2,969,0.4856144,0.382791
2,972,0.4802907,0.3784851
2,975,0.4750269,0.374229
2,978,0.4698225,0.370022
2,981,0.4646767,0.3658636
2,984,0.4595889,0.3617532
2,987,0.4545585,0.3576903
2,990,0.4495846,0.3536742
2,993,0.4446667,0.3497044
2,996,0.4398042,0.3457805
2,999,0.4349964,0.3419018
2,1002,0.4302427,0.3380679
2,1005,0.4255424,0.3342781
2,1008,0.420895,0.330532
2,1011,0.4162998,0.3268291
2,1014,0.4117562,0.3231688
2,1017,0.4072636,0.3195506
2,1020,0.4028215,0.3159741
2,1023,0.3984292,0.3124386
2,1026,0.3940861,0.3089439
2,1029,0.3897918,0.3054893
2,1032,0.3855456,0.3020745
2,1035,0.3813471,0.2986989
2,1038,0.3771956,0.2953621
2,1041,0.3730906,0.2920636
2,1044,0.3690316,0.288803
2,1047,0.365018,0.2855798
2,1050,0.3610494,0.2823936
2,1053,0.3571251,0.2792439
2,1056,0.3532448,0.2761304
2,1059,0.3494078,0.2730526
2,1062,0.3456137,0.27001
2,1065,0.341862,0.2670023
2,1068,0.3381521,0.2640291
2,1071,0.3344838,0.2610899
2,1074,0.3308564,0.2581844
2,1077,0.3272696,0.2553121
2,1080,0.3237227,0.2524727
2,1083,0.3202154,0.2496658
2,1086,0.3167472,0.246891
2,1089,0.3133177,0.2441479
2,1092,0.3099264,0.2414361
2,1095,0.3065729,0.2387553
2,1098,0.3032567,0.2361052
2,1101,0.2999774,0.2334853
2,1104,0.2967346,0.2308952
2,1107,0.2935279,0.2283348
2,1110,0.2903569,0.2258036
2,1113,0.2872212,0.2233012
2,1116,0.2841203,0.2208274
2,1119,0.2810539,0.2183818
2,1122,0.2780215,0.2159641
2,1125,0.2750229,0.2135739
2,1128,0.2720575,0.2112109
2,1131,0.269125,0.2088748
2,1134,0.2662251,0.2065653
2,1137,0.2633573,0.204282
2,1140,0.2605213,0.2020247
2,1143,0.2577168,0.1997931
2,1146,0.2549434,0.1975869
2,1149,0.2522007,0.1954057
2,1152,0.2494883,0.1932494
2,1155,0.2468061,0.1911175
2,1158,0.2441535,0.1890098
2,1161,0.2415302,0.1869261
2,1164,0.238936,0.184866
2,1167,0.2363704,0.1828292
2,1170,0.2338332,0.1808156
2,1173,0.2313241,0.1788247
2,1176,0.2288426,0.1768565
2,1179,0.2263886,0.1749105
2,1182,0.2239617,0.1729866
2,1185,0.2215616,0.1710845
2,1188,0.2191879,0.1692039
2,1191,0.2168405,0.1673446
2,1194,0.2145189,0.1655063
2,1197,0.212223,0.1636888
2,1200,0.2099523,0.1618919
2,1203,0.2077067,0.1601153
2,1206,0.2054857,0.1583587
2,1209,0.2032893,0.156622
2,1212,0.201117,0.1549049
2,1215,0.1989686,0.1532072
2,1218,0.1968438,0.1515286
2,1221,0.1947425,0.149869
2,1224,0.1926642,0.1482281
2,1227,0.1906088,0.1466058
2,1230,0.1885759,0.1450017
2,1233,0.1865654,0.1434157
2,1236,0.184577,0.1418475
2,1239,0.1826103,0.140297
2,1242,0.1806653,0.138764
2,1245,0.1787416,0.1372482
2,1248,0.176839,0.1357495
2,1251,0.1749572,0.1342676
2,1254,0.1730961,0.1328024
2,1257,0.1712554,0.1313537
2,1260,0.1694348,0.1299212
2,1263,0.1676342,0.1285049
2,1266,0.1658533,0.1271045
2,1269,0.1640919,0.1257197
2,1272,0.1623497,0.1243506
2,1275,0.1606266,0.1229968
2,1278,0.1589224,0.1216581
2,1281,0.1572367,0.1203345
2,1284,0.1555695,0.1190257
2,1287,0.1539205,0.1177316
2,1290,0.1522895,0.116452
2,1293,0.1506763,0.1151867
2,1296,0.1490807,0.1139356
2,1299,0.1475025,0.1126985
2,1302,0.1459416,0.1114753
2,1305,0.1443976,0.1102657
2,1308,0.1428705,0.1090697
2,1311,0.14136,0.107887
2,1314,0.139866,0.1067175
2,1317,0.1383882,0.1055611
2,1320,0.1369265,0.1044177
2,1323,0.1354808,0.103287
2,1326,0.1340507,0.1021689
2,1329,0.1326362,0.1010632
2,1332,0.1312371,0.09996998
2,1335,0.1298532,0.0988889
2,1338,0.1284844,0.09781988
2,1341,0.1271304,0.09676277
2,1344,0.1257911,0.09571744
2,1347,0.1244664,0.09468375
2,1350,0.123156,0.09366157
2,1353,0.1218599,0.09265077
2,1356,0.1205778,0.09165122
2,1359,0.1193096,0.09066278
2,1362,0.1180551,0.08968534
2,1365,0.1168143,0.08871876
2,1368,0.1155869,0.08776294
2,1371,0.1143727,0.08681773
2,1374,0.1131718,0.08588303
2,1377,0.1119838,0.0849587
2,1380,0.1108087,0.08404464
2,1383,0.1096463,0.08314072
2,1386,0.1084964,0.08224683
2,1389,0.107359,0.08136285
2,1392,0.1062339,0.08048867
2,1395,0.1051209,0.07962418
2,1398,0.10402,0.07876926
2,1401,0.1029309,0.07792382
2,1404,0.1018536,0.07708775
2,1407,0.1007879,0.07626092
2,1410,0.09973374,0.07544326
2,1413,0.09869093,0.07463464
2,1416,0.09765935,0.07383496
2,1419,0.0966389,0.07304413
2,1422,0.09562943,0.07226203
2,1425,0.09463084,0.07148858
2,1428,0.09364299,0.07072367
2,1431,0.09266578,0.0699672
2,1434,0.09169909,0.06921908
2,1437,0.09074278,0.06847922
2,1440,0.08979677,0.06774753
3,0,0,0
3,1,3.522206,0.02974969
3,2,9.851554,0.1866133
3,3,16.31541,0.4825008
3,4,22.63001,0.9039469
3,5,28.76391,1.437584
3,6,34.69764,2.071889
3,7,40.4108,2.796649
3,8,45.88778,3.602606
3,9,51.12073,4.481308
3,10,56.10867,5.425062
3,11,57.33396,6.397141
3,12,55.52016,7.293879
3,13,53.35103,8.097692
3,14,51.12282,8.816952
3,15,48.88043,9.460457
3,18,42.39668,11.00664
3,21,36.7832,12.0975
3,24,32.25266,12.85808
3,27,28.72214,13.38078
3,30,26.01697,13.73202
3,33,23.95742,13.95918
3,36,22.38873,14.09611
3,39,21.18694,14.1671
3,42,20.25667,14.18965
3,45,19.52631,14.17645
3,48,18.94273,14.13671
3,51,18.46689,14.07718
3,54,18.07016,14.00285
3,57,17.73159,13.91738
3,60,17.43599,13.82348
3,63,17.17232,13.72319
3,66,16.93254,13.61802
3,69,16.71077,13.50914
3,72,16.5027,13.39743
3,75,16.30524,13.28358
3,78,16.11609,13.16812
3,81,15.93358,13.05146
3,84,15.75644,12.93395
3,87,15.58367,12.81587
3,90,15.41462,12.69745
3,93,15.24879,12.57885
3,96,15.08582,12.46023
3,99,14.92545,12.34171
3,102,14.76745,12.2234
3,105,14.61165,12.10541
3,108,14.45789,11.98781
3,111,14.30607,11.87068
3,114,14.15612,11.75407
3,117,14.00796,11.63804
3,120,13.86154,11.52264
3,123,13.71682,11.40792
3,126,13.57375,11.2939
3,129,13.4323,11.18062
3,132,13.29244,11.06812
3,135,13.15412,10.95642
3,138,13.01733,10.84553
3,141,12.88203,10.73549
3,144,12.74822,10.62631
3,147,12.61586,10.518
3,150,12.48494,10.41058
3,153,12.35544,10.30406
3,156,12.22733,10.19844
3,159,12.10061,10.09373
3,162,11.97526,9.989953
3,165,11.85125,9.887099
3,168,11.72857,9.785173
3,171,11.60721,9.684181
3,174,11.48715,9.584126
3,177,11.36836,9.485007
3,180,11.25085,9.386823
3,183,11.13459,9.289575
3,186,11.01956,9.193263
3,189,10.90576,9.097883
3,192,10.79316,9.003432
3,195,10.68177,8.909908
3,198,10.57155,8.817307
3,201,10.46251,8.725624
3,204,10.35462,8.634855
3,207,10.24788,8.544996
3,210,10.14227,8.45604
3,213,10.03777,8.367983
3,216,9.934385,8.280818
3,219,9.832091,8.19454
3,222,9.73088,8.109142
3,225,9.630737,8.024619
3,228,9.531652,7.940963
3,231,9.433613,7.858169
3,234,9.336608,7.776228
3,237,9.240625,7.695135
3,240,9.145656,7.614882
3,243,9.051685,7.535463
3,246,8.958705,7.45687
3,249,8.866705,7.379095
3,252,8.775673,7.302132
3,255,8.685599,7.225973
3,258,8.596473,7.150611
3,261,8.508285,7.076038
3,264,8.421023,7.002247
3,267,8.33468,6.92923
3,270,8.249243,6.856981
3,273,8.164703,6.785491
3,276,8.081052,6.714755
3,279,7.998279,6.644763
3,282,7.916374,6.575508
3,285,7.835328,6.506984
3,288,7.755132,6.439183
3,291,7.675777,6.372098
3,294,7.597255,6.305721
3,297,7.519555,6.240046
3,300,7.442668,6.175066
3,303,7.366588,6.110771
3,306,7.291304,6.047157
3,309,7.216808,5.984217
3,312,7.143092,5.921942
3,315,7.070147,5.860327
3,318,6.997965,5.799365
3,321,6.926538,5.739047
3,324,6.855858,5.679368
3,327,6.785917,5.620323
3,330,6.716706,5.561902
3,333,6.648219,5.504101
3,336,6.580447,5.446912
3,339,6.513382,5.390329
3,342,6.447018,5.334345
3,345,6.381346,5.278955
3,348,6.316359,5.224152
3,351,6.25205,5.16993
3,354,6.188412,5.116282
3,357,6.125437,5.063202
3,360,6.063119,5.010685
3,363,6.00145,4.958724
3,366,5.940423,4.907314
3,369,5.880033,4.856449
3,372,5.820271,4.806121
3,375,5.761131,4.756327
3,378,5.702606,4.70706
3,381,5.644691,4.658314
3,384,5.587378,4.610085
3,387,5.530661,4.562366
3,390,5.474534,4.515152
3,393,5.418991,4.468437
3,396,5.364024,4.422216
3,399,5.309628,4.376484
3,402,5.255798,4.331236
3,405,5.202526,4.286466
3,408,5.149807,4.242168
3,411,5.097636,4.198339
3,414,5.046006,4.154974
3,417,4.994912,4.112066
3,420,4.944347,4.069612
3,423,4.894308,4.027606
3,426,4.844787,3.986044
3,429,4.79578,3.944921
3,432,4.747281,3.904232
3,435,4.699285,3.863974
3,438,4.651786,3.82414
3,441,4.604777,3.784724
3,444,4.558255,3.745724
3,447,4.512214,3.707134
3,450,4.46665,3.668952
3,453,4.421557,3.631172
3,456,4.376931,3.59379
3,459,4.332766,3.556802
3,462,4.289058,3.520204
3,465,4.245801,3.483992
3,468,4.202993,3.448162
3,471,4.160626,3.412709
3,474,4.118699,3.377631
3,477,4.077204,3.342923
3,480,4.036139,3.308582
3,483,3.995495,3.2746
3,486,3.955272,3.240975
3,489,3.915463,3.207704
3,492,3.876064,3.174783
3,495,3.837072,3.142209
3,498,3.798482,3.109977
3,501,3.760288,3.078084
3,504,3.722488,3.046526
3,507,3.685077,3.0153
3,510,3.648051,2.984402
3,513,3.611405,2.953828
3,516,3.575138,2.923575
3,519,3.539243,2.89364
3,522,3.503717,2.864019
3,525,3.468557,2.834709
3,528,3.433757,2.805705
3,531,3.399315,2.777005
3,534,3.365226,2.748606
3,537,3.331487,2.720504
3,540,3.298095,2.692695
3,543,3.265044,2.665177
3,546,3.232333,2.637948
3,549,3.199958,2.611004
3,552,3.167915,2.584341
3,555,3.136201,2.557957
3,558,3.104812,2.531849
3,561,3.073744,2.506013
3,564,3.042995,2.480448
3,567,3.012562,2.455148
3,570,2.98244,2.430114
3,573,2.952628,2.405339
3,576,2.92312,2.380824
3,579,2.893914,2.356565
3,582,2.865008,2.332558
3,585,2.836397,2.308802
3,588,2.808079,2.285293
3,591,2.780051,2.26203
3,594,2.752309,2.239009
3,597,2.724851,2.216229
3,600,2.697675,2.193686
3,603,2.670775,2.171378
3,606,2.644151,2.149302
3,609,2.617799,2.127456
3,612,2.591716,2.105837
3,615,2.565899,2.084444
3,618,2.540346,2.063273
3,621,2.515053,2.042323
3,624,2.490018,2.02159
3,627,2.465238,2.001074
3,630,2.440711,1.980771
3,633,2.416433,1.960679
3,636,2.392403,1.940796
3,639,2.368618,1.92112
3,642,2.345075,1.901648
3,645,2.321771,1.882379
3,648,2.298705,1.86331
3,651,2.275873,1.844438
3,654,2.253274,1.825763
3,657,2.230904,1.807281
3,660,2.208762,1.788991
3,663,2.186844,1.77089
3,666,2.165149,1.752977
3,669,2.143675,1.73525
3,672,2.122418,1.717706
3,675,2.101378,1.700345
3,678,2.080551,1.683163
3,681,2.059936,1.666159
3,684,2.039529,1.64933
3,687,2.01933,1.632676
3,690,1.999336,1.616194
3,693,1.979545,1.599882
3,696,1.959954,1.583739
3,699,1.940562,1.567763
3,702,1.921366,1.551952
3,705,1.902365,1.536304
3,708,1.883557,1.520817
3,711,1.864938,1.505491
3,714,1.846509,1.490323
3,717,1.828266,1.475311
3,720,1.810207,1.460454
3,723,1.792332,1.44575
3,726,1.774637,1.431199
3,729,1.757121,1.416797
3,732,1.739782,1.402543
3,735,1.722619,1.388437
3,738,1.705629,1.374475
3,741,1.68881,1.360658
3,744,1.672162,1.346982
3,747,1.655681,1.333448
3,750,1.639367,1.320053
3,753,1.623217,1.306796
3,756,1.60723,1.293676
3,759,1.591404,1.280691
3,762,1.575738,1.267839
3,765,1.56023,1.255119
3,768,1.544879,1.24253
3,771,1.529681,1.23007
3,774,1.514637,1.217739
3,777,1.499745,1.205534
3,780,1.485002,1.193454
3,783,1.470408,1.181499
3,786,1.45596,1.169666
3,789,1.441658,1.157955
3,792,1.4275,1.146364
3,795,1.413484,1.134892
3,798,1.399608,1.123538
3,801,1.385873,1.1123
3,804,1.372275,1.101177
3,807,1.358814,1.090168
3,810,1.345488,1.079272
3,813,1.332296,1.068487
3,816,1.319237,1.057813
3,819,1.306308,1.047248
3,822,1.29351,1.036791
3,825,1.280839,1.026441
3,828,1.268296,1.016197
3,831,1.255878,1.006058
3,834,1.243585,0.9960221
3,837,1.231416,0.9860891
3,840,1.219368,0.9762574
3,843,1.20744,0.9665262
3,846,1.195633,0.9568943
3,849,1.183943,0.9473607
3,852,1.172371,0.9379244
3,855,1.160914,0.9285844
3,858,1.149572,0.9193397
3,861,1.138344,0.9101892
3,864,1.127227,0.9011321
3,867,1.116222,0.8921673
3,870,1.105327,0.8832939
3,873,1.094541,0.8745108
3,876,1.083862,0.8658173
3,879,1.07329,0.8572123
3,882,1.062824,0.848695
3,885,1.052462,0.8402644
3,888,1.042203,0.8319195
3,891,1.032047,0.8236595
3,894,1.021992,0.8154836
3,897,1.012037,0.8073909
3,900,1.002182,0.7993804
3,903,0.9924248,0.7914514
3,906,0.982765,0.783603
3,909,0.9732013,0.7758343
3,912,0.9637328,0.7681445
3,915,0.9543586,0.7605329
3,918,0.9450778,0.7529985
3,921,0.9358893,0.7455407
3,924,0.9267923,0.7381585
3,927,0.9177858,0.7308512
3,930,0.9088688,0.723618
3,933,0.9000405,0.7164582
3,936,0.8913,0.709371
3,939,0.8826464,0.7023556
3,942,0.8740788,0.6954112
3,945,0.8655962,0.6885372
3,948,0.857198,0.6817328
3,951,0.8488831,0.6749973
3,954,0.8406508,0.66833
3,957,0.8325002,0.6617302
3,960,0.8244304,0.6551972
3,963,0.8164407,0.6487302
3,966,0.8085302,0.6423286
3,969,0.8006982,0.6359917
3,972,0.7929438,0.6297188
3,975,0.7852663,0.6235093
3,978,0.7776648,0.6173626
3,981,0.7701386,0.6112779
3,984,0.762687,0.6052546
3,987,0.7553092,0.5992922
3,990,0.7480044,0.5933899
3,993,0.7407718,0.5875471
3,996,0.7336109,0.5817633
3,999,0.7265207,0.5760378
3,1002,0.7195007,0.57037
3,1005,0.71255,0.5647594
